Team,Mean pop,1960,1964,1968,1972,1976,1980,1984,1988,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016
Guatemala,10180307.0,4128880.0,4640795.0,5184095.0,5723759.0,6269983.0,6890346.0,7669863.0,8566331.0,9544055.0,10037522.0,10536942.0,11046215.0,11589761.0,12147518.0,12682108.0,13213330.0,13739299.0,14259687.0,14781942.0,15306316.0,15827690.0
Guam,137080.0,72374.0,78621.0,85046.0,92815.0,101590.0,110286.0,121885.0,133079.0,143173.0,147843.0,152261.0,156357.0,160188.0,162563.0,164004.0,164675.0,164725.0,164905.0,166392.0,167543.0,168346.0
Guyana,737202.0,571990.0,635957.0,685887.0,721994.0,753553.0,778176.0,776007.0,758450.0,744998.0,749546.0,753571.0,756697.0,759051.0,760323.0,760424.0,758367.0,754150.0,747932.0,743966.0,751115.0,759087.0
Honduras,5817462.0,2078617.0,2334492.0,2622982.0,2956021.0,3334814.0,3777990.0,4261919.0,4778114.0,5344774.0,5652934.0,5976550.0,6308537.0,6656725.0,7019908.0,7383407.0,7745200.0,8101777.0,8450933.0,8792367.0,9127846.0,9460798.0
Indonesia,189205745.0,88382881.0,98675061.0,109138723.0,121504145.0,134521025.0,148177096.0,162331962.0,175694647.0,188558416.0,194928533.0,201373791.0,207855486.0,214072421.0,220115092.0,225938595.0,231797427.0,237936543.0,244016173.0,250222695.0,256229761.0,261850182.0
India,936859229.0,445954579.0,489059309.0,533431909.0,582837973.0,637451448.0,696828385.0,762895156.0,833729681.0,907574049.0,945261958.0,983281218.0,1021434576.0,1059633675.0,1098313039.0,1136264583.0,1172373788.0,1206734806.0,1240613620.0,1274487215.0,1307246509.0,1338636340.0
Iraq,21596682.0,7084678.0,7997655.0,9156132.0,10507315.0,11999342.0,13653369.0,15377032.0,16987346.0,18385673.0,20248073.0,21639332.0,23053488.0,24628858.0,26255343.0,27858948.0,28905607.0,29218381.0,31264875.0,33864447.0,36746488.0,38697943.0
Israel,5479206.0,2114020.0,2475000.0,2803000.0,3148000.0,3533000.0,3878000.0,4159000.0,4442000.0,5123000.0,5399000.0,5692000.0,5971000.0,6289000.0,6570000.0,6809000.0,7053700.0,7308800.0,7623600.0,7910500.0,8215700.0,8546000.0
Italia,56721368.0,50199700.0,51675350.0,53235750.0,54381345.0,55718260.0,56433883.0,56576718.0,56629288.0,56797087.0,56843400.0,56860281.0,56906744.0,56942108.0,57059007.0,57685327.0,58143979.0,58826731.0,59277417.0,59539717.0,60789140.0,60627498.0
Jamaica,2395411.0,1642331.0,1725181.0,1812209.0,1915299.0,2029486.0,2135546.0,2264095.0,2354805.0,2434574.0,2484182.0,2532894.0,2576567.0,2612205.0,2638244.0,2664024.0,2689660.0,2711373.0,2733896.0,2759817.0,2784543.0,2802695.0
Kenya,27212025.0,7751435.0,9047387.0,10613877.0,12322903.0,14102268.0,16187124.0,18753176.0,21626122.0,24655723.0,26133744.0,27615736.0,29137373.0,30851606.0,32779823.0,34791836.0,36925253.0,39186895.0,41517895.0,43725806.0,45831863.0,47894670.0
Kiribati,82565.0,47093.0,52092.0,55511.0,59606.0,60310.0,60813.0,65338.0,71680.0,77901.0,80264.0,82832.0,85805.0,88826.0,92400.0,96224.0,100083.0,103966.0,107995.0,111618.0,114985.0,118513.0
Kuwait,1954964.0,305415.0,465748.0,681117.0,913785.0,1168791.0,1493870.0,1813986.0,2129153.0,1620633.0,1641106.0,1703318.0,1819544.0,1934901.0,2047364.0,2153481.0,2363409.0,2650930.0,2943356.0,3394663.0,3761584.0,4048085.0
Liberia,2690615.0,1137026.0,1255197.0,1389453.0,1540995.0,1718482.0,1932169.0,2174194.0,2439639.0,2052626.0,2125198.0,2203966.0,2639224.0,2895224.0,3060599.0,3122447.0,3455397.0,3783887.0,4019956.0,4331740.0,4519398.0,4706097.0
Liechtenstein,29581.0,16472.0,18058.0,20011.0,21873.0,23416.0,25003.0,26420.0,27944.0,29581.0,30447.0,31337.0,32190.0,33026.0,33693.0,34300.0,34889.0,35401.0,35926.0,36505.0,37096.0,37609.0
Lesotho,1693964.0,737838.0,834215.0,952992.0,1097242.0,1256478.0,1407672.0,1573267.0,1733733.0,1858507.0,1910642.0,1955098.0,1985639.0,1998630.0,1997534.0,1985384.0,1976780.0,1995014.0,2022747.0,2054718.0,2095242.0,2143872.0
Madagascar,14463631.0,5073342.0,5630024.0,6270528.0,7051090.0,7955197.0,8948162.0,10015017.0,11206789.0,12623342.0,13436121.0,14317454.0,15250934.0,16216431.0,17211934.0,18250774.0,19350299.0,20513599.0,21731053.0,22966240.0,24215976.0,25501941.0
Malta,371074.0,326550.0,321250.0,307900.0,302450.0,305774.0,316645.0,330593.0,347325.0,367618.0,374797.0,379905.0,385287.0,390087.0,395969.0,401268.0,405308.0,409379.0,414508.0,420028.0,434558.0,455356.0
Myanmar,40464431.0,21720697.0,23737818.0,26044111.0,28551949.0,30941375.0,33465781.0,36159838.0,38868270.0,41237813.0,42337109.0,43423369.0,44516185.0,45538332.0,46480230.0,47338446.0,48088274.0,48729486.0,49390988.0,50218185.0,51072436.0,51892349.0
Montenegro,588472.0,480579.0,521753.0,517481.0,521785.0,552562.0,572608.0,600884.0,607413.0,608516.0,611389.0,611003.0,607662.0,604950.0,609828.0,613353.0,615025.0,616969.0,619428.0,620601.0,621810.0,622303.0
Mongolia,2155931.0,977903.0,1104017.0,1230406.0,1363835.0,1529084.0,1697780.0,1871652.0,2073771.0,2236494.0,2301510.0,2357033.0,2405148.0,2450979.0,2494617.0,2537949.0,2581242.0,2633887.0,2702520.0,2792349.0,2902823.0,3029555.0
Mozambique,16172970.0,6788375.0,7363639.0,8035529.0,8860585.0,10019210.0,11413587.0,12426223.0,12956772.0,13816881.0,14912873.0,16079553.0,16923195.0,17768505.0,18694946.0,19694411.0,20735982.0,21845571.0,23073723.0,24487611.0,26038704.0,27696493.0
Mauritania,2364020.0,838478.0,937830.0,1056393.0,1191376.0,1341604.0,1506694.0,1695675.0,1905847.0,2147527.0,2315191.0,2428816.0,2550501.0,2695003.0,2821703.0,2946575.0,3081229.0,3233336.0,3419461.0,3636113.0,3843174.0,4051890.0
Malawi,10123174.0,3621081.0,3990361.0,4403430.0,4865978.0,5438226.0,6267369.0,7339002.0,8754781.0,10115420.0,10131799.0,10310528.0,10732456.0,11229387.0,11784498.0,12411342.0,13118307.0,13889423.0,14718422.0,15581251.0,16477966.0,17405624.0
Namibia,1514499.0,590181.0,642054.0,712427.0,800610.0,901840.0,975994.0,1061995.0,1207949.0,1461687.0,1558449.0,1650066.0,1735953.0,1819141.0,1888525.0,1939406.0,1986558.0,2038552.0,2099271.0,2167470.0,2243001.0,2323352.0
Nigeria,111082435.0,44928342.0,48856332.0,53210119.0,58173834.0,64658315.0,72951439.0,81337553.0,90351467.0,100182045.0,105456121.0,110956183.0,116690527.0,122851984.0,129583026.0,136756848.0,144329764.0,152382506.0,160952853.0,170075932.0,179379016.0,188666931.0
Nicaragua,4427300.0,1789684.0,2020941.0,2291300.0,2603182.0,2947454.0,3303309.0,3674501.0,4033291.0,4427172.0,4625260.0,4812391.0,4974552.0,5123222.0,5259006.0,5386223.0,5529811.0,5687744.0,5855734.0,6030607.0,6208676.0,6389235.0
Nepal,20951563.0,10167941.0,11002819.0,11970411.0,13052220.0,14230738.0,15600442.0,17141610.0,18720745.0,20702133.0,21794751.0,22783969.0,23703328.0,24559500.0,25332178.0,26003965.0,26518971.0,26881544.0,27161567.0,27330694.0,27462106.0,27861186.0
Nauru,9101.0,4582.0,5484.0,6288.0,6883.0,7306.0,7635.0,8125.0,9022.0,10129.0,10274.0,10345.0,10377.0,10377.0,10351.0,10335.0,10294.0,10243.0,10241.0,10444.0,10940.0,11437.0
Palau,15971.0,9446.0,10318.0,11079.0,12172.0,12539.0,12252.0,13299.0,14632.0,16004.0,16770.0,17732.0,18852.0,19726.0,19851.0,19907.0,19619.0,19102.0,18540.0,17946.0,17796.0,17816.0
Portugal,9940695.0,8857716.0,9035365.0,8836650.0,8630430.0,9355810.0,9766312.0,9996232.0,10019610.0,9952494.0,9991525.0,10063945.0,10160196.0,10289898.0,10419631.0,10483861.0,10522288.0,10558177.0,10573100.0,10514844.0,10401062.0,10325452.0
Paraguay,4353149.0,1894829.0,2090840.0,2301887.0,2521508.0,2782624.0,3078912.0,3437892.0,3844437.0,4277051.0,4495301.0,4711655.0,4923449.0,5123819.0,5286512.0,5416324.0,5534675.0,5645148.0,5768613.0,5923322.0,6090721.0,6266615.0
Qatar,794835.0,36385.0,57531.0,93022.0,148338.0,210990.0,277450.0,348241.0,412142.0,471293.0,500683.0,529265.0,580997.0,645937.0,713186.0,777943.0,1015060.0,1444277.0,1713504.0,1905660.0,2214465.0,2595166.0
Rwanda,7368037.0,2966162.0,3263640.0,3662010.0,4135579.0,4648207.0,5247532.0,6056729.0,6953975.0,7657208.0,6732665.0,6715510.0,7914645.0,8109989.0,8372306.0,8791853.0,9270066.0,9781996.0,10309031.0,10840334.0,11368451.0,11930899.0
Senegal,8701415.0,3273177.0,3664599.0,4117659.0,4633452.0,5181195.0,5703869.0,6341801.0,7113636.0,7974514.0,8416997.0,8843423.0,9261526.0,9704287.0,10180950.0,10698691.0,11263387.0,11872929.0,12530121.0,13231833.0,13970308.0,14751356.0
Somalia,8034598.0,2870732.0,3183590.0,3532420.0,3918220.0,4333779.0,5892224.0,6369020.0,7160461.0,6428141.0,6959828.0,7472450.0,8056862.0,8721465.0,9411103.0,10117354.0,10784973.0,11444870.0,12026649.0,12440326.0,13309235.0,14292847.0
Serbia,7307706.0,6608000.0,6765000.0,6915000.0,7053000.0,7214000.0,7362000.0,7489000.0,7572000.0,7646424.0,7734639.0,7617794.0,7567745.0,7516346.0,7496522.0,7463157.0,7411569.0,7350222.0,7291436.0,7199077.0,7130576.0,7058322.0
Suriname,448998.0,268396.0,310288.0,355468.0,397529.0,389231.0,375112.0,382617.0,402139.0,419521.0,426548.0,443834.0,461749.0,478998.0,495666.0,510572.0,522023.0,533938.0,546080.0,558111.0,569682.0,581453.0
Seychelles,73126.0,41700.0,46322.0,51134.0,56029.0,60504.0,63261.0,64717.0,68755.0,70763.0,74205.0,76417.0,78846.0,81131.0,83723.0,82475.0,84600.0,86956.0,89770.0,88303.0,91359.0,94677.0
Chad,7692767.0,3028688.0,3273419.0,3526770.0,3824399.0,4163051.0,4408230.0,4920556.0,5483038.0,6302926.0,6592998.0,7200291.0,7709115.0,8259137.0,8838369.0,9613503.0,10365614.0,11098664.0,11894727.0,12754906.0,13697126.0,14592585.0
Togo,4469509.0,1651367.0,1772652.0,2038765.0,2330704.0,2569671.0,2838110.0,3232244.0,3653420.0,4106219.0,4092612.0,4445883.0,4728297.0,5008035.0,5281538.0,5565218.0,5874240.0,6222482.0,6571855.0,6926635.0,7288383.0,7661354.0
Tonga,97837.0,67428.0,75544.0,83430.0,89275.0,94921.0,96708.0,97022.0,97939.0,99260.0,99731.0,100195.0,101343.0,102603.0,103804.0,105036.0,106190.0,106932.0,107383.0,107502.0,106626.0,105707.0
Tuvalu,8798.0,5404.0,5525.0,5729.0,5891.0,6677.0,7731.0,8197.0,8844.0,9466.0,9559.0,9611.0,9634.0,9638.0,9609.0,9791.0,10030.0,10272.0,10550.0,10854.0,10899.0,10852.0
Uganda,21600476.0,7617746.0,8564755.0,9696370.0,10885563.0,12045227.0,13284026.0,14617944.0,16489323.0,18801966.0,20125021.0,21249572.0,22537658.0,24020697.0,25545090.0,27146084.0,28773227.0,30509862.0,32341728.0,34273295.0,36336539.0,38748299.0
Uruguay,3124802.0,2529021.0,2652376.0,2754417.0,2821086.0,2891094.0,2953750.0,3008255.0,3077760.0,3153732.0,3189945.0,3226633.0,3262683.0,3292224.0,3306441.0,3313801.0,3322282.0,3336126.0,3352651.0,3371133.0,3391662.0,3413766.0
Venezuela,21112000.0,8156937.0,9371333.0,10672654.0,12061621.0,13566112.0,15210443.0,16953234.0,18800770.0,20700461.0,21640833.0,22572110.0,23503819.0,24427729.0,25330929.0,26226927.0,27102081.0,27933833.0,28715022.0,29470426.0,30193258.0,30741464.0
Vanuatu,171944.0,64608.0,72493.0,81782.0,92687.0,105341.0,118156.0,129873.0,143528.0,158577.0,166560.0,174714.0,183088.0,192074.0,202125.0,212422.0,222923.0,233952.0,245453.0,257313.0,269927.0,283218.0
Samoa,172507.0,113335.0,126582.0,138154.0,147332.0,158136.0,164905.0,166779.0,167452.0,169799.0,173107.0,176713.0,180385.0,184008.0,186630.0,188073.0,189379.0,191787.0,194672.0,198124.0,201757.0,205544.0
Kosovo,1712693.0,990150.0,1087700.0,1184645.0,1300787.0,1443492.0,1589395.0,1746874.0,1898987.0,2039030.0,2107947.0,2173716.0,2090490.0,1823286.0,1846786.0,1832239.0,1817659.0,1803370.0,1792563.0,1807106.0,1812771.0,1777557.0
Zambia,9146417.0,3119430.0,3542764.0,4029173.0,4523581.0,5079672.0,5720438.0,6488072.0,7294325.0,8074337.0,8474216.0,8902019.0,9372430.0,9891136.0,10508294.0,11188040.0,11971567.0,12852966.0,13792086.0,14744658.0,15737793.0,16767761.0
Zimbabwe,9968699.0,3806310.0,4310332.0,4886347.0,5532842.0,6288387.0,7049926.0,8398567.0,9568739.0,10641501.0,10858594.0,11178171.0,11548364.0,11834676.0,11984644.0,12160881.0,12330490.0,12550347.0,12839771.0,13265331.0,13855753.0,14452704.0
